title,length_mm,width_mm,image_name,page,image_object,source_width_px,source_height_px,output_width_px,output_height_px,aspect_delta_pct,extraction_method,warnings
359-L,300,450,p049_018_359-L_59ed053b.png,49,Im1649,342,228,451,300,0.064,embedded,
359-HL,300,450,p049_019_359-HL_9778f27d.png,49,Im1651,342,228,451,300,0.064,embedded,
359-D,300,450,p049_020_359-D_b72cafbc.png,49,Im1653,342,228,451,300,0.064,embedded,
184-L,300,450,p049_021_184-L_42a005b9.png,49,Im1655,342,228,451,300,0.021,embedded,
184-HL,300,450,p049_022_184-HL_af88582b.png,49,Im1656,342,228,451,300,0.021,embedded,
184-D,300,450,p049_023_184-D_450e2e5e.png,49,Im1657,342,228,451,300,0.021,embedded,
184-F,300,300,p049_024_184-F_de413734.png,49,Im1658,229,228,302,300,0.417,embedded,derived square companion size from catalogue section and image aspect
717-L,300,450,p050_001_717-L_f38bf73c.png,50,Im1671,342,228,451,300,0.064,embedded,
717--HL-02,300,450,p050_002_717--HL-02_de70823e.png,50,Im1673,342,228,451,300,0.021,embedded,
717-D,300,450,p050_003_717-D_e27fe1ba.png,50,Im1674,342,228,451,300,0.064,embedded,
717-D,300,300,p050_004_717-D_98c9ad14.png,50,Im1676,228,228,300,300,0.064,embedded,derived square companion size from catalogue section and image aspect
549-L (MATT),300,450,p050_005_549-L_MATT_d91a532e.png,50,Im1679,342,228,451,300,0.021,embedded-indexed,
549-HL (MATT),300,450,p050_006_549-HL_MATT_e067da09.png,50,Im1680,342,228,451,300,0.021,embedded,
549-F (MATT),300,300,p050_007_549-F_MATT_bee603d5.png,50,Im1681,229,228,302,300,0.417,embedded,derived square companion size from catalogue section and image aspect
549-D (MATT),300,450,p050_008_549-D_MATT_3d8fcd44.png,50,Im1682,342,228,451,300,0.021,embedded,
563-L (MATT),300,450,p050_009_563-L_MATT_5365d877.png,50,Im1683,342,228,451,300,0.021,embedded,
563-HL (MATT),300,450,p050_010_563-HL_MATT_9ad39afc.png,50,Im1684,342,228,451,300,0.021,embedded,
563-F (MATT),300,300,p050_011_563-F_MATT_3f92b38c.png,50,Im1685,229,228,302,300,0.417,embedded,derived square companion size from catalogue section and image aspect
563-D (MATT),300,450,p050_012_563-D_MATT_091310ea.png,50,Im1686,342,228,451,300,0.021,embedded,
6013-L (MATT),300,450,p050_013_6013-L_MATT_296252c6.png,50,Im1687,342,228,451,300,0.064,embedded,
6013-HL (MATT),300,450,p050_014_6013-HL_MATT_e3efc4b3.png,50,Im1689,342,228,451,300,0.064,embedded,
6013-D (MATT),300,450,p050_015_6013-D_MATT_61230e81.png,50,Im1691,342,228,451,300,0.064,embedded,
6013-F (MATT),300,300,p050_016_6013-F_MATT_6f4d2583.png,50,Im1693,229,228,302,300,0.374,embedded,derived square companion size from catalogue section and image aspect
446-L,300,450,p050_017_446-L_524fdf74.png,50,Im1695,342,228,451,300,0.064,embedded,
446-HL,300,450,p050_018_446-HL_52f12b9a.png,50,Im1697,342,228,451,300,0.064,embedded,
446-F,300,300,p050_019_446-F_87a466f5.png,50,Im1699,229,228,302,300,0.374,embedded,derived square companion size from catalogue section and image aspect
446-D,300,450,p050_020_446-D_6808983d.png,50,Im1701,342,228,451,300,0.064,embedded,
550-F (MATT),300,300,p050_021_550-F_MATT_fda51453.png,50,Im1708,229,228,302,300,0.417,embedded,derived square companion size from catalogue section and image aspect
550-L (MATT),300,450,p050_022_550-L_MATT_fe75227b.png,50,Im1709,342,228,451,300,0.021,embedded,
550-HL (MATT),300,450,p050_023_550-HL_MATT_ca9cb1b1.png,50,Im1710,342,228,451,300,0.021,embedded,
549-L (MATT),300,450,p050_024_549-L_MATT_b4537b47.png,50,Im1712,342,228,451,300,0.021,embedded-indexed,
EL-1075,300,450,p051_001_EL-1075_f133dc9b.png,51,Im1718,342,228,451,300,0.021,embedded,
EL-12 (MATT),300,450,p051_002_EL-12_MATT_93e8dd8f.png,51,Im1719,342,228,451,300,0.064,embedded,
EL-09 (MATT),300,450,p051_003_EL-09_MATT_a74f3acd.png,51,Im1721,342,228,451,300,0.064,embedded,
337-L,300,450,p051_004_337-L_294df585.png,51,Im1723,342,228,451,300,0.064,embedded,
337-KC-REN-1,300,450,p051_005_337-KC-REN-1_77ce4aba.png,51,Im1725,342,228,451,300,0.064,embedded,
389-KC-REN-1,300,450,p051_006_389-KC-REN-1_3d5180e3.png,51,Im1727,342,228,451,300,0.064,embedded,
389-L,300,450,p051_007_389-L_278bbcca.png,51,Im1729,342,228,451,300,0.064,embedded,
915-L,300,450,p051_008_915-L_c8612dc2.png,51,Im1732,342,228,451,300,0.021,embedded-indexed,
915-HL,300,450,p051_009_915-HL_537a3fa5.png,51,Im1733,342,228,451,300,0.021,embedded,
915-F,300,300,p051_010_915-F_7aa6c4bd.png,51,Im1735,229,228,302,300,0.417,embedded-indexed,derived square companion size from catalogue section and image aspect
911-L,300,450,p051_011_911-L_be8250a2.png,51,Im1736,342,228,451,300,0.064,embedded,
911-HL-1,300,450,p051_012_911-HL-1_56e3f720.png,51,Im1738,342,228,451,300,0.064,embedded,
911-D,300,450,p051_013_911-D_6557a8fd.png,51,Im1740,342,228,451,300,0.064,embedded,
911-HL-2,300,450,p051_014_911-HL-2_d803bfbf.png,51,Im1742,342,228,451,300,0.064,embedded,
911-F,300,300,p051_015_911-F_ca58fe26.png,51,Im1744,229,228,302,300,0.374,embedded,derived square companion size from catalogue section and image aspect
717-L,300,450,p051_016_717-L_11f50b59.png,51,Im1747,342,228,451,300,0.064,embedded,
717-KC,300,450,p051_017_717-KC_fa7195ea.png,51,Im1749,342,228,451,300,0.064,embedded,
717-D,300,450,p051_018_717-D_0538b259.png,51,Im1751,342,228,451,300,0.064,embedded,
153-L,300,450,p051_019_153-L_561ec09d.png,51,Im1753,342,228,451,300,0.064,embedded,
153-KC-REN-1,300,450,p051_020_153-KC-REN-1_097831a9.png,51,Im1755,342,228,451,300,0.064,embedded,
153-D,300,450,p051_021_153-D_f9f27ec7.png,51,Im1757,342,228,451,300,0.064,embedded,
153-KC-REN-2,300,450,p051_022_153-KC-REN-2_3375f057.png,51,Im1759,342,228,451,300,0.064,embedded,
339-D,300,450,p051_023_339-D_955d29d5.png,51,Im1761,342,228,451,300,0.064,embedded,
339-HL,300,450,p051_024_339-HL_796e3e77.png,51,Im1763,342,228,451,300,0.064,embedded,
1286-L,300,450,p052_001_1286-L_78d8f122.png,52,Im1777,342,228,451,300,0.0,embedded-indexed,
1286-D,300,450,p052_002_1286-D_17642c43.png,52,Im1779,342,228,451,300,0.0,embedded,
1286-HL,300,450,p052_003_1286-HL_0c562a4f.png,52,Im1781,342,228,451,300,0.0,embedded,
1286-F,300,300,p052_004_1286-F_4c1cf8bc.png,52,Im1783,228,228,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
1386-L,300,450,p052_005_1386-L_e0df2b2b.png,52,Im1785,342,228,451,300,0.0,embedded,
1386-HL,300,450,p052_006_1386-HL_f982d58f.png,52,Im1787,342,228,451,300,0.0,embedded,
1386-D,300,450,p052_007_1386-D_61041cda.png,52,Im1789,342,228,451,300,0.0,embedded,
1386-F,300,300,p052_008_1386-F_3e11e467.png,52,Im1791,228,228,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
1003-L,300,450,p052_009_1003-L_3d19accb.png,52,Im1794,342,228,451,300,0.0,embedded-indexed,
1003-HL,300,450,p052_010_1003-HL_7bcc7579.png,52,Im1796,342,228,451,300,0.0,embedded,
1003-F,300,300,p052_011_1003-F_7c2cf770.png,52,Im1798,228,228,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
1245-L,300,450,p052_012_1245-L_a995235f.png,52,Im1801,342,228,451,300,0.0,embedded-indexed,
1245-D,300,450,p052_013_1245-D_f4c3c5d8.png,52,Im1803,342,228,451,300,0.0,embedded,
1245-HL,300,450,p052_014_1245-HL_e65b8349.png,52,Im1805,342,228,451,300,0.0,embedded,
1245-F,300,300,p052_015_1245-F_d76c9898.png,52,Im1807,228,228,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
1258-L,300,450,p052_016_1258-L_315f278c.png,52,Im1809,342,228,451,300,0.0,embedded,
1258-HL,300,450,p052_017_1258-HL_ee085cd9.png,52,Im1811,342,228,451,300,0.0,embedded,
1258-D,300,450,p052_018_1258-D_e798d82f.png,52,Im1813,342,228,451,300,0.0,embedded,
1275-L,300,450,p052_019_1275-L_c6fdf6c9.png,52,Im1815,342,228,451,300,0.0,embedded,
1275-HL,300,450,p052_020_1275-HL_87780ddf.png,52,Im1817,342,228,451,300,0.0,embedded,
1275-D,300,450,p052_021_1275-D_53615e40.png,52,Im1819,342,228,451,300,0.0,embedded,
1258-F,300,300,p052_022_1258-F_bba0cf7b.png,52,Im1821,228,228,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
1275-F,300,300,p052_023_1275-F_9a78870a.png,52,Im1823,228,228,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
1003-D,300,450,p052_024_1003-D_33101ae3.png,52,Im1825,342,228,451,300,0.0,embedded,
1522-L,300,450,p053_001_1522-L_bb51b9b8.png,53,Im1834,342,228,451,300,0.0,embedded-indexed,
1522-D,300,450,p053_002_1522-D_fde709a4.png,53,Im1837,342,228,451,300,0.0,embedded-indexed,
1522-HL-1,300,450,p053_003_1522-HL-1_32dbf1dd.png,53,Im1839,342,228,451,300,0.0,embedded,
1522-F,300,300,p053_004_1522-F_7c223c2c.png,53,Im1842,228,228,300,300,0.0,embedded-indexed,derived square companion size from catalogue section and image aspect
1565-L,300,450,p053_005_1565-L_3f03984b.png,53,Im1845,342,228,451,300,0.0,embedded-indexed,
1565-HL-1,300,450,p053_006_1565-HL-1_17c1b8d3.png,53,Im1847,342,228,451,300,0.0,embedded,
1565-D,300,450,p053_007_1565-D_a97f68cd.png,53,Im1849,342,228,451,300,0.0,embedded,
1565-F,300,300,p053_008_1565-F_57e0e880.png,53,Im1851,228,228,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
1402-L,300,450,p053_009_1402-L_f6c262e4.png,53,Im1853,342,228,451,300,0.0,embedded,
1402-HL-1,300,450,p053_010_1402-HL-1_e95271a2.png,53,Im1855,342,228,451,300,0.0,embedded,
1402-F,300,300,p053_011_1402-F_add47cd5.png,53,Im1857,229,228,302,300,0.439,embedded,derived square companion size from catalogue section and image aspect
1424-L,300,450,p053_012_1424-L_d94156a1.png,53,Im1859,342,228,451,300,0.0,embedded,
1424-D,300,450,p053_013_1424-D_01b9aace.png,53,Im1861,342,228,451,300,0.0,embedded,
1424-HL,300,450,p053_014_1424-HL_268c6f86.png,53,Im1863,342,228,451,300,0.0,embedded,
1424-F,300,300,p053_015_1424-F_118bc5dc.png,53,Im1865,228,228,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
1428-L,300,450,p053_016_1428-L_21498fd9.png,53,Im1867,342,228,451,300,0.0,embedded,
1428-HL-1,300,450,p053_017_1428-HL-1_6cca86d1.png,53,Im1869,342,228,451,300,0.0,embedded,
1428-D,300,450,p053_018_1428-D_8b66e3d1.png,53,Im1871,342,228,451,300,0.0,embedded,
1521-L,300,450,p053_019_1521-L_08d2ace3.png,53,Im1874,342,228,451,300,0.0,embedded-indexed,
1521-HL-1,300,450,p053_020_1521-HL-1_8a7d2e06.png,53,Im1876,342,228,451,300,0.0,embedded,
1521-D,300,450,p053_021_1521-D_77ac887f.png,53,Im1878,342,228,451,300,0.0,embedded,
1428-HL-2,300,450,p053_022_1428-HL-2_94181bcb.png,53,Im1880,342,228,451,300,0.0,embedded,
1428-F,300,300,p053_023_1428-F_ad258b11.png,53,Im1882,229,229,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
1521-F,300,300,p053_024_1521-F_c531fa8c.png,53,Im1884,228,228,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
1402-D,300,450,p053_025_1402-D_e6e5f751.png,53,Im1886,342,228,451,300,0.0,embedded,
1566-L,300,450,p054_001_1566-L_b83d3712.png,54,Im1893,342,228,451,300,0.0,embedded,
1566-HL-1,300,450,p054_002_1566-HL-1_97d697c0.png,54,Im1895,342,228,451,300,0.0,embedded,
1566-F,300,300,p054_003_1566-F_13a1aae4.png,54,Im1897,228,228,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
1583-L,300,450,p054_004_1583-L_96b82f6c.png,54,Im1900,342,228,451,300,0.0,embedded-indexed,
1583-D,300,450,p054_005_1583-D_40216d60.png,54,Im1903,342,228,451,300,0.0,embedded-indexed,
1583-HL-1,300,450,p054_006_1583-HL-1_3dff3610.png,54,Im1905,342,228,451,300,0.0,embedded,
1583-F,300,300,p054_007_1583-F_efcb9edc.png,54,Im1908,228,228,300,300,0.0,embedded-indexed,derived square companion size from catalogue section and image aspect
1915-L,300,450,p054_008_1915-L_ece1cb6f.png,54,Im1910,342,228,451,300,0.0,embedded,
1915-HL-1,300,450,p054_009_1915-HL-1_05f3b713.png,54,Im1912,342,228,451,300,0.0,embedded,
1915-D,300,450,p054_010_1915-D_661d1743.png,54,Im1914,342,228,451,300,0.0,embedded,
1657-L,300,450,p054_011_1657-L_030dc7d3.png,54,Im1916,342,228,451,300,0.0,embedded,
1657-HL-2,300,450,p054_012_1657-HL-2_c5c4db63.png,54,Im1918,342,228,451,300,0.0,embedded,
1657-HL-3,300,450,p054_013_1657-HL-3_ed327ca9.png,54,Im1920,342,228,451,300,0.0,embedded,
1915-HL-2,300,450,p054_014_1915-HL-2_66484d2d.png,54,Im1922,342,228,451,300,0.0,embedded,
1915-F,300,300,p054_015_1915-F_d28ddcc8.png,54,Im1924,228,228,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
1657-D,300,450,p054_016_1657-D_5a9383cd.png,54,Im1926,342,228,451,300,0.0,embedded,
1657-F,300,300,p054_017_1657-F_7082b190.png,54,Im1928,228,228,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
1928-L,300,450,p054_018_1928-L_f8ad9445.png,54,Im1931,342,228,451,300,0.0,embedded,
1928-HL-2,300,450,p054_019_1928-HL-2_388c0186.png,54,Im1933,342,228,451,300,0.0,embedded,
1928-F,300,300,p054_020_1928-F_a513e4ec.png,54,Im1935,229,228,302,300,0.439,embedded,derived square companion size from catalogue section and image aspect
1714-L,300,450,p054_021_1714-L_aadbba3b.png,54,Im1937,342,228,451,300,0.0,embedded,
1714-D,300,450,p054_022_1714-D_49557616.png,54,Im1939,342,228,451,300,0.0,embedded,
1714-HL,300,450,p054_023_1714-HL_448387d3.png,54,Im1941,342,228,451,300,0.0,embedded,
1714-F,300,300,p054_024_1714-F_54cf0996.png,54,Im1943,228,228,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
1920-L,300,450,p055_001_1920-L_cb434d06.png,55,Im1950,342,228,451,300,0.0,embedded,
1920-HL-1,300,450,p055_002_1920-HL-1_3a30821e.png,55,Im1952,342,228,451,300,0.0,embedded,
1920-HL-2,300,450,p055_003_1920-HL-2_7526cb22.png,55,Im1954,342,228,451,300,0.0,embedded,
1920-D,300,450,p055_004_1920-D_97adb826.png,55,Im1956,342,228,451,300,0.0,embedded,
1920-F,300,300,p055_005_1920-F_ed27f7a5.png,55,Im1958,228,228,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
1916-L,300,450,p055_006_1916-L_d01b2901.png,55,Im1960,342,228,451,300,0.0,embedded,
1916-HL-1,300,450,p055_007_1916-HL-1_5c9a860b.png,55,Im1962,342,228,451,300,0.0,embedded,
1916-HL-2,300,450,p055_008_1916-HL-2_1bb0565f.png,55,Im1964,342,228,451,300,0.0,embedded,
1916-D,300,450,p055_009_1916-D_aec2c3de.png,55,Im1966,342,228,451,300,0.0,embedded,
1916-F,300,300,p055_010_1916-F_e0254465.png,55,Im1968,228,228,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
4003-L,300,450,p055_011_4003-L_fb60035a.png,55,Im1971,342,228,451,300,0.0,embedded,
4003-HL-3,300,450,p055_012_4003-HL-3_6b58318f.png,55,Im1973,342,228,451,300,0.0,embedded,
4003-D,300,450,p055_013_4003-D_850cc019.png,55,Im1975,342,228,451,300,0.0,embedded,
4003-HL-4,300,450,p055_014_4003-HL-4_49668b93.png,55,Im1977,342,228,451,300,0.0,embedded,
4003-F,300,300,p055_015_4003-F_8805a54f.png,55,Im1979,228,228,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
1932-L,300,450,p055_016_1932-L_1545b74e.png,55,Im1981,342,228,451,300,0.0,embedded,
1932-HL-1,300,450,p055_017_1932-HL-1_bb48db89.png,55,Im1983,342,228,451,300,0.0,embedded,
1932-HL-2,300,450,p055_018_1932-HL-2_25dff898.png,55,Im1985,342,228,451,300,0.0,embedded,
1932-D,300,450,p055_019_1932-D_a307cd44.png,55,Im1987,342,228,451,300,0.0,embedded,
1932-F,300,300,p055_020_1932-F_93450d93.png,55,Im1989,229,228,302,300,0.439,embedded,derived square companion size from catalogue section and image aspect
4036-L,300,450,p056_001_4036-L_26268206.png,56,Im1996,342,228,451,300,0.0,embedded,
4036-HL-3,300,450,p056_002_4036-HL-3_0a277820.png,56,Im1998,342,228,451,300,0.0,embedded,
4036-HL-4,300,450,p056_003_4036-HL-4_38fd1b9e.png,56,Im2000,342,228,451,300,0.0,embedded,
4036-D,300,450,p056_004_4036-D_e9c2222e.png,56,Im2002,342,228,451,300,0.0,embedded,
4036-F,300,300,p056_005_4036-F_2fb6acfa.png,56,Im2004,228,228,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
4035-L,300,450,p056_006_4035-L_97e8aae5.png,56,Im2006,342,228,451,300,0.0,embedded,
4035-HL-1,300,450,p056_007_4035-HL-1_d5a8af89.png,56,Im2008,342,228,451,300,0.0,embedded,
4035-HL-2,300,450,p056_008_4035-HL-2_7bb6354e.png,56,Im2010,342,228,451,300,0.0,embedded,
4035-D,300,450,p056_009_4035-D_62710767.png,56,Im2012,342,228,451,300,0.0,embedded,
4035-F,300,300,p056_010_4035-F_14909f9b.png,56,Im2014,228,228,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
4018-L,300,450,p056_011_4018-L_1de5b261.png,56,Im2016,342,228,451,300,0.0,embedded,
4018-HL-1,300,450,p056_012_4018-HL-1_6773ab1a.png,56,Im2018,342,228,451,300,0.0,embedded,
4018-HL-2,300,450,p056_013_4018-HL-2_494578cb.png,56,Im2020,342,228,451,300,0.0,embedded,
4018-D,300,450,p056_014_4018-D_c9272bbf.png,56,Im2022,342,228,451,300,0.0,embedded,
4018-F,300,300,p056_015_4018-F_f43cab8d.png,56,Im2024,228,228,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
4102-L,300,450,p056_016_4102-L_8c15023f.png,56,Im2028,342,228,451,300,0.0,embedded-indexed,
4102-D,300,450,p056_017_4102-D_cb1f9e53.png,56,Im2030,342,228,451,300,0.0,embedded,
4102-HL-2,300,450,p056_018_4102-HL-2_102a19e2.png,56,Im2032,342,228,451,300,0.0,embedded,
4102-HL-1,300,450,p056_019_4102-HL-1_626bc181.png,56,Im2034,342,228,451,300,0.0,embedded,
4102-F,300,300,p056_020_4102-F_02f6adbc.png,56,Im2036,228,228,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
4118-L,300,450,p057_001_4118-L_89dded97.png,57,Im2043,342,228,451,300,0.0,embedded,
4118-HL-1,300,450,p057_002_4118-HL-1_1d2f51fc.png,57,Im2045,342,228,451,300,0.0,embedded,
4118-HL-2,300,450,p057_003_4118-HL-2_2fd5264f.png,57,Im2047,342,228,451,300,0.0,embedded,
4118-D,300,450,p057_004_4118-D_727e0d58.png,57,Im2049,342,228,451,300,0.0,embedded,
4118-F,300,300,p057_005_4118-F_e0e91def.png,57,Im2051,228,228,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
4106-L,300,450,p057_006_4106-L_6931c5d7.png,57,Im2054,342,228,451,300,0.0,embedded-indexed,
4106-HL-1,300,450,p057_007_4106-HL-1_04cdef87.png,57,Im2056,342,228,451,300,0.0,embedded,
4106-HL-2,300,450,p057_008_4106-HL-2_7cffecab.png,57,Im2058,342,228,451,300,0.0,embedded,
4106-D,300,450,p057_009_4106-D_4d8855e7.png,57,Im2060,342,228,451,300,0.0,embedded,
4102-F,300,300,p057_010_4102-F_67993da8.png,57,Im2062,228,228,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
4130-L,300,450,p057_011_4130-L_f139e11a.png,57,Im2065,342,228,451,300,0.0,embedded,
4130-HL-5,300,450,p057_012_4130-HL-5_ba9c0a4f.png,57,Im2067,342,228,451,300,0.0,embedded,
4130-D,300,450,p057_013_4130-D_62aefc21.png,57,Im2069,342,228,451,300,0.0,embedded,
4130-F,300,300,p057_014_4130-F_c47f487c.png,57,Im2071,229,228,302,300,0.439,embedded,derived square companion size from catalogue section and image aspect
4130-HL-6,300,450,p057_015_4130-HL-6_211f956d.png,57,Im2073,342,228,451,300,0.038,embedded,
4128-L,300,450,p057_016_4128-L_919ff45c.png,57,Im2075,342,228,451,300,0.0,embedded-indexed,
4128-HL-1,300,450,p057_017_4128-HL-1_565d76e2.png,57,Im2077,342,228,451,300,0.0,embedded,
4128-HL-2,300,450,p057_018_4128-HL-2_8f74bf1d.png,57,Im2079,342,228,451,300,0.0,embedded,
4128-D,300,450,p057_019_4128-D_3fbc4815.png,57,Im2081,342,228,451,300,0.0,embedded,
4128-F,300,300,p057_020_4128-F_a690bf93.png,57,Im2083,228,228,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
4158-L,300,450,p058_001_4158-L_124c84fc.png,58,Im2091,342,228,451,300,0.0,embedded-indexed,
4158-HL-1,300,450,p058_002_4158-HL-1_abc5190b.png,58,Im2093,342,228,451,300,0.0,embedded,
4158-HL-2,300,450,p058_003_4158-HL-2_f0fc737b.png,58,Im2095,342,228,451,300,0.0,embedded,
4158-D,300,450,p058_004_4158-D_1de83235.png,58,Im2097,342,228,451,300,0.0,embedded,
4158-F,300,300,p058_005_4158-F_1a2a9d91.png,58,Im2099,228,228,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
4144-L,300,450,p058_006_4144-L_b0b8bfc9.png,58,Im2102,342,228,451,300,0.0,embedded-indexed,
4144-HL-1,300,450,p058_007_4144-HL-1_16a926a1.png,58,Im2104,342,228,451,300,0.0,embedded,
4144-HL-2,300,450,p058_008_4144-HL-2_5778a940.png,58,Im2106,342,228,451,300,0.0,embedded,
4144-D,300,450,p058_009_4144-D_80012978.png,58,Im2108,342,228,451,300,0.0,embedded,
4144-F,300,300,p058_010_4144-F_7d652595.png,58,Im2110,228,228,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
4143-L,300,450,p058_011_4143-L_7dc7a28e.png,58,Im2113,342,228,451,300,0.0,embedded-indexed,
4143-HL-1,300,450,p058_012_4143-HL-1_abf54447.png,58,Im2115,342,228,451,300,0.0,embedded,
4143-HL-2,300,450,p058_013_4143-HL-2_d4ea8b22.png,58,Im2117,342,228,451,300,0.0,embedded,
4143-D,300,450,p058_014_4143-D_32407f61.png,58,Im2119,342,228,451,300,0.0,embedded,
4143-F,300,300,p058_015_4143-F_5ad1831d.png,58,Im2121,229,229,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
9537-L,300,450,p058_016_9537-L_9da84f3a.png,58,Im2124,342,228,451,300,0.0,embedded,
9537-HL-1,300,450,p058_017_9537-HL-1_4827bfb4.png,58,Im2126,342,228,451,300,0.0,embedded,
9537-D,300,450,p058_018_9537-D_ccf9fc58.png,58,Im2128,342,228,451,300,0.0,embedded,
9537-HL-2,300,450,p058_019_9537-HL-2_9ce2a7c3.png,58,Im2130,342,228,451,300,0.0,embedded,
9537-F,300,300,p058_020_9537-F_1d32d094.png,58,Im2132,228,228,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
9502-L,300,450,p059_001_9502-L_62fcee29.png,59,Im2140,342,228,451,300,0.0,embedded,
9502-D,300,450,p059_002_9502-D_734438b0.png,59,Im2142,342,228,451,300,0.0,embedded,
9502-HL-1,300,450,p059_003_9502-HL-1_97981476.png,59,Im2144,342,228,451,300,0.0,embedded,
9502-F,300,300,p059_004_9502-F_d35178b4.png,59,Im2146,229,229,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
9535-L,300,450,p059_005_9535-L_c8f19f63.png,59,Im2148,342,228,451,300,0.0,embedded,
9535-HL,300,450,p059_006_9535-HL_5f13fa64.png,59,Im2150,342,228,451,300,0.0,embedded,
9535-D,300,450,p059_007_9535-D_eff547f8.png,59,Im2152,342,228,451,300,0.0,embedded,
9535-F,300,300,p059_008_9535-F_33c28f80.png,59,Im2154,228,228,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
4164-L,300,450,p059_009_4164-L_3d0a8cdf.png,59,Im2156,342,228,451,300,0.0,embedded,
4164-HL-1,300,450,p059_010_4164-HL-1_0db0d749.png,59,Im2158,342,228,451,300,0.0,embedded,
4164-F,300,300,p059_011_4164-F_e5cfc2ca.png,59,Im2160,229,229,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
4179-L,300,450,p059_012_4179-L_fee72b4e.png,59,Im2162,342,228,451,300,0.0,embedded,
4179-D,300,450,p059_013_4179-D_2f9bb060.png,59,Im2164,342,228,451,300,0.0,embedded,
4179-HL-1,300,450,p059_014_4179-HL-1_aaec39e7.png,59,Im2166,342,228,451,300,0.0,embedded,
4179-F,300,300,p059_015_4179-F_a6d56182.png,59,Im2168,229,228,302,300,0.439,embedded,derived square companion size from catalogue section and image aspect
4180-L,300,450,p059_016_4180-L_3c315e04.png,59,Im2170,342,228,451,300,0.0,embedded,
4180-HL-1,300,450,p059_017_4180-HL-1_234c6272.png,59,Im2172,342,228,451,300,0.0,embedded,
4180-D,300,450,p059_018_4180-D_3a56aea5.png,59,Im2174,342,228,451,300,0.0,embedded,
4184-L,300,450,p059_019_4184-L_12069871.png,59,Im2177,342,228,451,300,0.0,embedded-indexed,
4184-HL-1,300,450,p059_020_4184-HL-1_cfd42973.png,59,Im2179,342,228,451,300,0.0,embedded,
4184-D,300,450,p059_021_4184-D_59fd2b82.png,59,Im2181,342,228,451,300,0.0,embedded,
4180-F,300,300,p059_022_4180-F_55a75a3c.png,59,Im2183,229,229,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
4184-F,300,300,p059_023_4184-F_2f7827dc.png,59,Im2185,229,229,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
WHITE GRANITE,300,450,p060_001_WHITE_GRANITE_a23253f3.png,60,Im2193,342,228,451,300,0.0,embedded,
AQUA GRANITE,300,450,p060_002_AQUA_GRANITE_af9c29f8.png,60,Im2195,342,228,451,300,0.0,embedded,
AQUA GRANITE-HL-2,300,450,p060_003_AQUA_GRANITE-HL-2_b8cb28de.png,60,Im2197,342,228,451,300,0.0,embedded,
AQUA GRANITE-F,300,300,p060_004_AQUA_GRANITE-F_d099b06e.png,60,Im2199,229,229,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
9838-HL-1,300,450,p060_005_9838-HL-1_f6d2e4b8.png,60,Im2201,342,228,451,300,0.0,embedded,
9838-D,300,450,p060_006_9838-D_cef23c57.png,60,Im2203,342,228,451,300,0.0,embedded,
9838-F,300,300,p060_007_9838-F_67fa7bac.png,60,Im2205,228,228,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
9571-L,300,450,p060_008_9571-L_d4b21692.png,60,Im2207,342,228,451,300,0.0,embedded,
9571-HL-1,300,450,p060_009_9571-HL-1_8c8c524d.png,60,Im2209,342,228,451,300,0.0,embedded,
9571-F,300,300,p060_010_9571-F_66cd6962.png,60,Im2211,228,228,300,300,0.0,embedded,derived square companion size from catalogue section and image aspect
